"","DI","SO","PY","author","country","country_code","jrnl_type"
"1953","10.1016/J.BIOPEN.2015.11.003","biochimie open",2016,3,"INDIA","IND","OA"
"1977","10.1016/J.BIOPEN.2015.11.004","biochimie open",2016,1,"JAPAN","JPN","OA"
"1978","10.1016/J.BIOPEN.2015.11.004","biochimie open",2016,2,"JAPAN","JPN","OA"
"2003","10.1016/J.BIOPEN.2016.01.001","biochimie open",2016,1,"CANADA","CAN","OA"
"2029","10.1016/J.BIOPEN.2016.01.002","biochimie open",2016,1,"JAPAN","JPN","OA"
"2030","10.1016/J.BIOPEN.2016.01.002","biochimie open",2016,2,"JAPAN","JPN","OA"
"2031","10.1016/J.BIOPEN.2016.01.002","biochimie open",2016,3,"JAPAN","JPN","OA"
"2055","10.1016/J.BIOPEN.2016.02.001","biochimie open",2016,1,"SAUDI ARABIA","SAU","OA"
"2081","10.1016/J.BIOPEN.2016.02.002","biochimie open",2016,1,"KOREA","KOR","OA"
"2082","10.1016/J.BIOPEN.2016.02.002","biochimie open",2016,2,"KOREA","KOR","OA"
"2107","10.1016/J.BIOPEN.2016.02.003","biochimie open",2016,1,"BRAZIL","BRA","OA"
"2108","10.1016/J.BIOPEN.2016.02.003","biochimie open",2016,2,"BRAZIL","BRA","OA"
"2109","10.1016/J.BIOPEN.2016.02.003","biochimie open",2016,3,"BRAZIL","BRA","OA"
"2133","10.1016/J.BIOPEN.2016.02.004","biochimie open",2016,1,"FRANCE","FRA","OA"
"2159","10.1016/J.BIOPEN.2016.03.001","biochimie open",2016,1,"BRAZIL","BRA","OA"
"2160","10.1016/J.BIOPEN.2016.03.001","biochimie open",2016,2,"PORTUGAL","PRT","OA"
"2185","10.1016/J.BIOPEN.2016.05.001","biochimie open",2016,1,"FRANCE","FRA","OA"
"2211","10.1016/J.BIOPEN.2016.06.001","biochimie open",2016,1,"JAPAN","JPN","OA"
"2237","10.1016/J.BIOPEN.2016.07.001","biochimie open",2016,1,"DENMARK","DNK","OA"
"2238","10.1016/J.BIOPEN.2016.07.001","biochimie open",2016,2,"DENMARK","DNK","OA"
"2263","10.1016/J.BIOPEN.2016.07.002","biochimie open",2016,1,"ITALY","ITA","OA"
"2264","10.1016/J.BIOPEN.2016.07.002","biochimie open",2016,2,"ITALY","ITA","OA"
"2289","10.1016/J.BIOPEN.2016.07.003","biochimie open",2016,1,"EGYPT","EGY","OA"
"2290","10.1016/J.BIOPEN.2016.07.003","biochimie open",2016,2,"EGYPT","EGY","OA"
"2291","10.1016/J.BIOPEN.2016.07.003","biochimie open",2016,3,"EGYPT","EGY","OA"
"2315","10.1016/J.BIOPEN.2016.09.001","biochimie open",2016,1,"IRAN","IRN","OA"
"2316","10.1016/J.BIOPEN.2016.09.001","biochimie open",2016,2,"IRAN","IRN","OA"
"2317","10.1016/J.BIOPEN.2016.09.001","biochimie open",2016,3,"IRAN","IRN","OA"
"2318","10.1016/J.BIOPEN.2016.09.001","biochimie open",2016,4,"IRAN","IRN","OA"
"2341","10.1016/J.BIOPEN.2016.09.002","biochimie open",2016,1,"NIGERIA","NGA","OA"
"2367","10.1016/J.BIOPEN.2016.09.003","biochimie open",2016,1,"FRANCE","FRA","OA"
"2368","10.1016/J.BIOPEN.2016.09.003","biochimie open",2016,2,"FRANCE","FRA","OA"
"2393","10.1016/J.BIOPEN.2016.09.004","biochimie open",2016,1,"USA","USA","OA"
"2419","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,1,"FRANCE","FRA","OA"
"2420","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,2,"FRANCE","FRA","OA"
"2421","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,3,"FRANCE","FRA","OA"
"2422","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,4,"FRANCE","FRA","OA"
"2423","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,5,"FRANCE","FRA","OA"
"2424","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,6,"FRANCE","FRA","OA"
"2425","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,7,"FRANCE","FRA","OA"
"2426","10.1016/J.BIOPEN.2016.10.001","biochimie open",2017,8,"FRANCE","FRA","OA"
"2445","10.1016/J.BIOPEN.2016.10.002","biochimie open",2016,1,"ITALY","ITA","OA"
"2446","10.1016/J.BIOPEN.2016.10.002","biochimie open",2016,2,"ITALY","ITA","OA"
"2447","10.1016/J.BIOPEN.2016.10.002","biochimie open",2016,3,"ITALY","ITA","OA"
"2448","10.1016/J.BIOPEN.2016.10.002","biochimie open",2016,4,"ITALY","ITA","OA"
"2471","10.1016/J.BIOPEN.2016.11.002","biochimie open",2017,1,"CHINA","CHN","OA"
"2497","10.1016/J.BIOPEN.2017.01.001","biochimie open",2017,1,"FRANCE","FRA","OA"
"2498","10.1016/J.BIOPEN.2017.01.001","biochimie open",2017,2,"FRANCE","FRA","OA"
"2523","10.1016/J.BIOPEN.2017.01.002","biochimie open",2017,1,"BRAZIL","BRA","OA"
"2524","10.1016/J.BIOPEN.2017.01.002","biochimie open",2017,2,"BRAZIL","BRA","OA"
"2525","10.1016/J.BIOPEN.2017.01.002","biochimie open",2017,3,"CHILE","CHL","OA"
"2549","10.1016/J.BIOPEN.2017.01.003","biochimie open",2017,1,"USA","USA","OA"
"2575","10.1016/J.BIOPEN.2017.02.001","biochimie open",2017,1,"INDIA","IND","OA"
"2576","10.1016/J.BIOPEN.2017.02.001","biochimie open",2017,2,"INDIA","IND","OA"
"2601","10.1016/J.BIOPEN.2017.02.002","biochimie open",2017,1,"INDIA","IND","OA"
"2602","10.1016/J.BIOPEN.2017.02.002","biochimie open",2017,2,"INDIA","IND","OA"
"2627","10.1016/J.BIOPEN.2017.02.003","biochimie open",2017,1,"USA","USA","OA"
"2679","10.1016/J.BIOPEN.2017.02.005","biochimie open",2017,1,"USA","USA","OA"
"2705","10.1016/J.BIOPEN.2017.03.001","biochimie open",2017,1,"MEXICO","MEX","OA"
"2706","10.1016/J.BIOPEN.2017.03.001","biochimie open",2017,2,"USA","USA","OA"
"2731","10.1016/J.BIOPEN.2017.03.002","biochimie open",2017,1,"INDIA","IND","OA"
"2732","10.1016/J.BIOPEN.2017.03.002","biochimie open",2017,2,"INDIA","IND","OA"
"2757","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,1,"ITALY","ITA","OA"
"2758","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,2,"ITALY","ITA","OA"
"2759","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,3,"ITALY","ITA","OA"
"2760","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,4,"ITALY","ITA","OA"
"2761","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,5,"USA","USA","OA"
"2762","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,6,"USA","USA","OA"
"2763","10.1016/J.BIOPEN.2017.03.003","biochimie open",2017,7,"USA","USA","OA"
"2783","10.1016/J.BIOPEN.2017.03.004","biochimie open",2017,1,"USA","USA","OA"
"2809","10.1016/J.BIOPEN.2017.03.005","biochimie open",2017,1,"IRAN","IRN","OA"
"2810","10.1016/J.BIOPEN.2017.03.005","biochimie open",2017,2,"IRAN","IRN","OA"
"2811","10.1016/J.BIOPEN.2017.03.005","biochimie open",2017,3,"IRAN","IRN","OA"
"2835","10.1016/J.BIOPEN.2017.04.001","biochimie open",2017,1,"USA","USA","OA"
"2861","10.1016/J.BIOPEN.2017.04.002","biochimie open",2017,1,"USA","USA","OA"
"2862","10.1016/J.BIOPEN.2017.04.002","biochimie open",2017,2,"USA","USA","OA"
"2887","10.1016/J.BIOPEN.2017.09.001","biochimie open",2017,1,"USA","USA","OA"
"2913","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,1,"FRANCE","FRA","OA"
"2914","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,2,"FRANCE","FRA","OA"
"2915","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,3,"FRANCE","FRA","OA"
"2916","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,4,"FRANCE","FRA","OA"
"2917","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,5,"FRANCE","FRA","OA"
"2918","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,6,"FRANCE","FRA","OA"
"2919","10.1016/J.BIOPEN.2017.12.001","biochimie open",2018,7,"FRANCE","FRA","OA"
"2939","10.1016/J.BIOPEN.2017.12.002","biochimie open",2018,1,"TAIWAN","TWN","OA"
"2940","10.1016/J.BIOPEN.2017.12.002","biochimie open",2018,2,"TAIWAN","TWN","OA"
"2941","10.1016/J.BIOPEN.2017.12.002","biochimie open",2018,3,"USA","USA","OA"
"2965","10.1016/J.BIOPEN.2017.12.003","biochimie open",2018,1,"INDIA","IND","OA"
"2991","10.1016/J.BIOPEN.2018.01.001","biochimie open",2018,1,"CANADA","CAN","OA"
"3017","10.1016/J.BIOPEN.2018.05.001","biochimie open",2018,1,"FRANCE","FRA","OA"
"3018","10.1016/J.BIOPEN.2018.05.001","biochimie open",2018,2,"FRANCE","FRA","OA"
"3019","10.1016/J.BIOPEN.2018.05.001","biochimie open",2018,3,"FRANCE","FRA","OA"
"3043","10.1016/J.BIOPEN.2018.07.001","biochimie open",2018,1,"FRANCE","FRA","OA"
"3069","10.1016/J.BIOPEN.2018.09.001","biochimie open",2018,1,"FRANCE","FRA","OA"
"3070","10.1016/J.BIOPEN.2018.09.001","biochimie open",2018,2,"FRANCE","FRA","OA"
"3095","10.1016/J.BIOSX.2019.100011","biosensors and bioelectronics: x",2019,1,"QATAR","QAT","OA"
"3121","10.1016/J.BIOSX.2019.100012","biosensors and bioelectronics: x",2019,1,"SPAIN","ESP","OA"
"3122","10.1016/J.BIOSX.2019.100012","biosensors and bioelectronics: x",2019,2,"SPAIN","ESP","OA"
"3123","10.1016/J.BIOSX.2019.100012","biosensors and bioelectronics: x",2019,3,"SPAIN","ESP","OA"
"3147","10.1016/J.BIOSX.2019.100014","biosensors and bioelectronics: x",2019,1,"CHINA","CHN","OA"
"3148","10.1016/J.BIOSX.2019.100014","biosensors and bioelectronics: x",2019,2,"CHINA","CHN","OA"
"3149","10.1016/J.BIOSX.2019.100014","biosensors and bioelectronics: x",2019,3,"CHINA","CHN","OA"
"3150","10.1016/J.BIOSX.2019.100014","biosensors and bioelectronics: x",2019,4,"USA","USA","OA"
"3173","10.1016/J.BIOSX.2019.100015","biosensors and bioelectronics: x",2019,1,"SPAIN","ESP","OA"
"3174","10.1016/J.BIOSX.2019.100015","biosensors and bioelectronics: x",2019,2,"SPAIN","ESP","OA"
"3199","10.1016/J.BIOSX.2019.100016","biosensors and bioelectronics: x",2019,1,"HONG KONG","HKG","OA"
"3200","10.1016/J.BIOSX.2019.100016","biosensors and bioelectronics: x",2019,2,"HONG KONG","HKG","OA"
"3201","10.1016/J.BIOSX.2019.100016","biosensors and bioelectronics: x",2019,3,"HONG KONG","HKG","OA"
"3225","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,1,"TAIWAN","TWN","OA"
"3226","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,2,"TAIWAN","TWN","OA"
"3227","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,3,"TAIWAN","TWN","OA"
"3228","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,4,"TAIWAN","TWN","OA"
"3229","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,5,"TAIWAN","TWN","OA"
"3230","10.1016/J.BIOSX.2019.100024","biosensors and bioelectronics: x",2019,6,"TAIWAN","TWN","OA"
"3251","10.1016/J.BIOSX.2019.100025","biosensors and bioelectronics: x",2019,1,"SPAIN","ESP","OA"
"3277","10.1016/J.BIOSX.2019.100026","biosensors and bioelectronics: x",2019,1,"ITALY","ITA","OA"
"3278","10.1016/J.BIOSX.2019.100026","biosensors and bioelectronics: x",2019,2,"SPAIN","ESP","OA"
"3279","10.1016/J.BIOSX.2019.100026","biosensors and bioelectronics: x",2019,3,"SPAIN","ESP","OA"
"3280","10.1016/J.BIOSX.2019.100026","biosensors and bioelectronics: x",2019,4,"SPAIN","ESP","OA"
"3281","10.1016/J.BIOSX.2019.100026","biosensors and bioelectronics: x",2019,5,"SPAIN","ESP","OA"
"3303","10.1016/J.BIOSX.2019.100027","biosensors and bioelectronics: x",2019,1,"EGYPT","EGY","OA"
"3329","10.1016/J.BTECX.2018.100001","journal of biotechnology: x",2019,1,"JAPAN","JPN","OA"
"3355","10.1016/J.BTECX.2019.100002","journal of biotechnology: x",2019,1,"JAPAN","JPN","OA"
"3356","10.1016/J.BTECX.2019.100002","journal of biotechnology: x",2019,2,"JAPAN","JPN","OA"
"3381","10.1016/J.BTECX.2019.100006","journal of biotechnology: x",2019,1,"USA","USA","OA"
"3407","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,1,"FRANCE","FRA","OA"
"3408","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,2,"FRANCE","FRA","OA"
"3409","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,3,"FRANCE","FRA","OA"
"3410","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,4,"FRANCE","FRA","OA"
"3411","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,5,"NETHERLANDS","NLD","OA"
"3412","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,6,"NETHERLANDS","NLD","OA"
"3413","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,7,"NETHERLANDS","NLD","OA"
"3414","10.1016/J.BTECX.2019.100007","journal of biotechnology: x",2019,8,"NETHERLANDS","NLD","OA"
"3433","10.1016/J.BTECX.2019.100008","journal of biotechnology: x",2019,1,"CHINA","CHN","OA"
"3459","10.1016/J.BTECX.2019.100009","journal of biotechnology: x",2019,1,"GERMANY","DEU","OA"
"3460","10.1016/J.BTECX.2019.100009","journal of biotechnology: x",2019,2,"NETHERLANDS","NLD","OA"
"3461","10.1016/J.BTECX.2019.100009","journal of biotechnology: x",2019,3,"VENEZUELA","VEN","OA"
"3462","10.1016/J.BTECX.2019.100009","journal of biotechnology: x",2019,4,"VENEZUELA","VEN","OA"
"3463","10.1016/J.BTECX.2019.100009","journal of biotechnology: x",2019,5,"VENEZUELA","VEN","OA"
"3485","10.1016/J.CESX.2018.100001","chemical engineering science: x",2019,1,"CHINA","CHN","OA"
"3511","10.1016/J.CESX.2018.100002","chemical engineering science: x",2019,1,"USA","USA","OA"
"3512","10.1016/J.CESX.2018.100002","chemical engineering science: x",2019,2,"USA","USA","OA"
"3513","10.1016/J.CESX.2018.100002","chemical engineering science: x",2019,3,"USA","USA","OA"
"3537","10.1016/J.CESX.2018.100004","chemical engineering science: x",2019,1,"SWITZERLAND","CHE","OA"
"3563","10.1016/J.CESX.2019.100006","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"3589","10.1016/J.CESX.2019.100007","chemical engineering science: x",2019,1,"GERMANY","DEU","OA"
"3590","10.1016/J.CESX.2019.100007","chemical engineering science: x",2019,2,"GERMANY","DEU","OA"
"3591","10.1016/J.CESX.2019.100007","chemical engineering science: x",2019,3,"GERMANY","DEU","OA"
"3615","10.1016/J.CESX.2019.100008","chemical engineering science: x",2019,1,"FRANCE","FRA","OA"
"3616","10.1016/J.CESX.2019.100008","chemical engineering science: x",2019,2,"FRANCE","FRA","OA"
"3617","10.1016/J.CESX.2019.100008","chemical engineering science: x",2019,3,"FRANCE","FRA","OA"
"3641","10.1016/J.CESX.2019.100009","chemical engineering science: x",2019,1,"USA","USA","OA"
"3667","10.1016/J.CESX.2019.100010","chemical engineering science: x",2019,1,"GERMANY","DEU","OA"
"3693","10.1016/J.CESX.2019.100015","chemical engineering science: x",2019,1,"AUSTRIA","AUT","OA"
"3694","10.1016/J.CESX.2019.100015","chemical engineering science: x",2019,2,"AUSTRIA","AUT","OA"
"3695","10.1016/J.CESX.2019.100015","chemical engineering science: x",2019,3,"NETHERLANDS","NLD","OA"
"3719","10.1016/J.CESX.2019.100016","chemical engineering science: x",2019,1,"GERMANY","DEU","OA"
"3745","10.1016/J.CESX.2019.100017","chemical engineering science: x",2019,1,"FRANCE","FRA","OA"
"3746","10.1016/J.CESX.2019.100017","chemical engineering science: x",2019,2,"FRANCE","FRA","OA"
"3747","10.1016/J.CESX.2019.100017","chemical engineering science: x",2019,3,"FRANCE","FRA","OA"
"3771","10.1016/J.CESX.2019.100019","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"3797","10.1016/J.CESX.2019.100020","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"3823","10.1016/J.CESX.2019.100021","chemical engineering science: x",2019,1,"SINGAPORE","SGP","OA"
"3849","10.1016/J.CESX.2019.100022","chemical engineering science: x",2019,1,"UNITED KINGDOM","GBR","OA"
"3850","10.1016/J.CESX.2019.100022","chemical engineering science: x",2019,2,"UNITED KINGDOM","GBR","OA"
"3851","10.1016/J.CESX.2019.100022","chemical engineering science: x",2019,3,"UNITED KINGDOM","GBR","OA"
"3875","10.1016/J.CESX.2019.100023","chemical engineering science: x",2019,1,"USA","USA","OA"
"3901","10.1016/J.CESX.2019.100024","chemical engineering science: x",2019,1,"AUSTRALIA","AUS","OA"
"3902","10.1016/J.CESX.2019.100024","chemical engineering science: x",2019,2,"NETHERLANDS","NLD","OA"
"3927","10.1016/J.CESX.2019.100025","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"3928","10.1016/J.CESX.2019.100025","chemical engineering science: x",2019,2,"NETHERLANDS","NLD","OA"
"3929","10.1016/J.CESX.2019.100025","chemical engineering science: x",2019,3,"NETHERLANDS","NLD","OA"
"3953","10.1016/J.CESX.2019.100026","chemical engineering science: x",2019,1,"INDIA","IND","OA"
"3954","10.1016/J.CESX.2019.100026","chemical engineering science: x",2019,2,"INDIA","IND","OA"
"3979","10.1016/J.CESX.2019.100027","chemical engineering science: x",2019,1,"USA","USA","OA"
"3980","10.1016/J.CESX.2019.100027","chemical engineering science: x",2019,2,"USA","USA","OA"
"3981","10.1016/J.CESX.2019.100027","chemical engineering science: x",2019,3,"USA","USA","OA"
"3982","10.1016/J.CESX.2019.100027","chemical engineering science: x",2019,4,"USA","USA","OA"
"4005","10.1016/J.CESX.2019.100028","chemical engineering science: x",2019,1,"CANADA","CAN","OA"
"4006","10.1016/J.CESX.2019.100028","chemical engineering science: x",2019,2,"CANADA","CAN","OA"
"4031","10.1016/J.CESX.2019.100029","chemical engineering science: x",2019,1,"CHINA","CHN","OA"
"4032","10.1016/J.CESX.2019.100029","chemical engineering science: x",2019,2,"UNITED KINGDOM","GBR","OA"
"4057","10.1016/J.CESX.2019.100030","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"4083","10.1016/J.CESX.2019.100032","chemical engineering science: x",2019,1,"NORWAY","NOR","OA"
"4109","10.1016/J.CESX.2019.100033","chemical engineering science: x",2019,1,"IRELAND","IRL","OA"
"4110","10.1016/J.CESX.2019.100033","chemical engineering science: x",2019,2,"NETHERLANDS","NLD","OA"
"4111","10.1016/J.CESX.2019.100033","chemical engineering science: x",2019,3,"NETHERLANDS","NLD","OA"
"4135","10.1016/J.CESX.2019.100037","chemical engineering science: x",2019,1,"NETHERLANDS","NLD","OA"
"4161","10.1016/J.CESX.2019.100038","chemical engineering science: x",2019,1,"SWITZERLAND","CHE","OA"
"4162","10.1016/J.CESX.2019.100038","chemical engineering science: x",2019,2,"UNITED KINGDOM","GBR","OA"
"4187","10.1016/J.CESX.2019.100039","chemical engineering science: x",2019,1,"CHINA","CHN","OA"
"4213","10.1016/J.CESX.2019.100040","chemical engineering science: x",2019,1,"CHINA","CHN","OA"
"4214","10.1016/J.CESX.2019.100040","chemical engineering science: x",2019,2,"USA","USA","OA"
"4215","10.1016/J.CESX.2019.100040","chemical engineering science: x",2019,3,"USA","USA","OA"
"4239","10.1016/J.CONX.2018.100001","contraception: x",2019,1,"CANADA","CAN","OA"
"4240","10.1016/J.CONX.2018.100001","contraception: x",2019,2,"CANADA","CAN","OA"
"4241","10.1016/J.CONX.2018.100001","contraception: x",2019,3,"CANADA","CAN","OA"
"4242","10.1016/J.CONX.2018.100001","contraception: x",2019,4,"USA","USA","OA"
"4265","10.1016/J.CONX.2019.100002","contraception: x",2019,1,"USA","USA","OA"
"4266","10.1016/J.CONX.2019.100002","contraception: x",2019,2,"USA","USA","OA"
"4267","10.1016/J.CONX.2019.100002","contraception: x",2019,3,"USA","USA","OA"
"4291","10.1016/J.CONX.2019.100003","contraception: x",2019,1,"USA","USA","OA"
"4317","10.1016/J.CONX.2019.100004","contraception: x",2019,1,"USA","USA","OA"
"4318","10.1016/J.CONX.2019.100004","contraception: x",2019,2,"USA","USA","OA"
"4343","10.1016/J.CONX.2019.100005","contraception: x",2019,1,"USA","USA","OA"
"4344","10.1016/J.CONX.2019.100005","contraception: x",2019,2,"USA","USA","OA"
"4369","10.1016/J.CONX.2019.100006","contraception: x",2019,1,"DOMINICAN REPUBLIC","DOM","OA"
"4370","10.1016/J.CONX.2019.100006","contraception: x",2019,2,"USA","USA","OA"
"4395","10.1016/J.CONX.2019.100007","contraception: x",2019,1,"CHINA","CHN","OA"
"4396","10.1016/J.CONX.2019.100007","contraception: x",2019,2,"CHINA","CHN","OA"
"4397","10.1016/J.CONX.2019.100007","contraception: x",2019,3,"CHINA","CHN","OA"
"4421","10.1016/J.CONX.2019.100008","contraception: x",2019,1,"CHINA","CHN","OA"
"4422","10.1016/J.CONX.2019.100008","contraception: x",2019,2,"CHINA","CHN","OA"
"4423","10.1016/J.CONX.2019.100008","contraception: x",2019,3,"USA","USA","OA"
"4447","10.1016/J.CONX.2019.100009","contraception: x",2019,1,"USA","USA","OA"
"4448","10.1016/J.CONX.2019.100009","contraception: x",2019,2,"USA","USA","OA"
"4473","10.1016/J.CPLETX.2018.100001","chemical physics letters: x",2019,1,"ITALY","ITA","OA"
"4499","10.1016/J.CPLETX.2018.100002","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4500","10.1016/J.CPLETX.2018.100002","chemical physics letters: x",2019,2,"JAPAN","JPN","OA"
"4525","10.1016/J.CPLETX.2018.100003","chemical physics letters: x",2019,1,"CANADA","CAN","OA"
"4526","10.1016/J.CPLETX.2018.100003","chemical physics letters: x",2019,2,"FRANCE","FRA","OA"
"4527","10.1016/J.CPLETX.2018.100003","chemical physics letters: x",2019,3,"FRANCE","FRA","OA"
"4551","10.1016/J.CPLETX.2018.100004","chemical physics letters: x",2019,1,"ITALY","ITA","OA"
"4577","10.1016/J.CPLETX.2018.100005","chemical physics letters: x",2019,1,"USA","USA","OA"
"4578","10.1016/J.CPLETX.2018.100005","chemical physics letters: x",2019,2,"USA","USA","OA"
"4603","10.1016/J.CPLETX.2019.100006","chemical physics letters: x",2019,1,"PORTUGAL","PRT","OA"
"4604","10.1016/J.CPLETX.2019.100006","chemical physics letters: x",2019,2,"PORTUGAL","PRT","OA"
"4605","10.1016/J.CPLETX.2019.100006","chemical physics letters: x",2019,3,"PORTUGAL","PRT","OA"
"4606","10.1016/J.CPLETX.2019.100006","chemical physics letters: x",2019,4,"UNITED KINGDOM","GBR","OA"
"4629","10.1016/J.CPLETX.2019.100007","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4630","10.1016/J.CPLETX.2019.100007","chemical physics letters: x",2019,2,"JAPAN","JPN","OA"
"4631","10.1016/J.CPLETX.2019.100007","chemical physics letters: x",2019,3,"JAPAN","JPN","OA"
"4655","10.1016/J.CPLETX.2019.100008","chemical physics letters: x",2019,1,"SAUDI ARABIA","SAU","OA"
"4681","10.1016/J.CPLETX.2019.100009","chemical physics letters: x",2019,1,"USA","USA","OA"
"4682","10.1016/J.CPLETX.2019.100009","chemical physics letters: x",2019,2,"USA","USA","OA"
"4707","10.1016/J.CPLETX.2019.100010","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4708","10.1016/J.CPLETX.2019.100010","chemical physics letters: x",2019,2,"JAPAN","JPN","OA"
"4733","10.1016/J.CPLETX.2019.100018","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4734","10.1016/J.CPLETX.2019.100018","chemical physics letters: x",2019,2,"JAPAN","JPN","OA"
"4735","10.1016/J.CPLETX.2019.100018","chemical physics letters: x",2019,3,"JAPAN","JPN","OA"
"4736","10.1016/J.CPLETX.2019.100018","chemical physics letters: x",2019,4,"JAPAN","JPN","OA"
"4737","10.1016/J.CPLETX.2019.100018","chemical physics letters: x",2019,5,"JAPAN","JPN","OA"
"4759","10.1016/J.CPLETX.2019.100019","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4785","10.1016/J.CPLETX.2019.100020","chemical physics letters: x",2019,1,"BAHRAIN","BHR","OA"
"4786","10.1016/J.CPLETX.2019.100020","chemical physics letters: x",2019,2,"IRELAND","IRL","OA"
"4811","10.1016/J.CPLETX.2019.100021","chemical physics letters: x",2019,1,"USA","USA","OA"
"4837","10.1016/J.CPLETX.2019.100022","chemical physics letters: x",2019,1,"USA","USA","OA"
"4863","10.1016/J.CPLETX.2019.100023","chemical physics letters: x",2019,1,"JAPAN","JPN","OA"
"4864","10.1016/J.CPLETX.2019.100023","chemical physics letters: x",2019,2,"JAPAN","JPN","OA"
"4865","10.1016/J.CPLETX.2019.100023","chemical physics letters: x",2019,3,"JAPAN","JPN","OA"
"4889","10.1016/J.CPLETX.2019.100024","chemical physics letters: x",2019,1,"GERMANY","DEU","OA"
"4890","10.1016/J.CPLETX.2019.100024","chemical physics letters: x",2019,2,"GERMANY","DEU","OA"
"4891","10.1016/J.CPLETX.2019.100024","chemical physics letters: x",2019,3,"GERMANY","DEU","OA"
"4915","10.1016/J.CPLETX.2019.100029","chemical physics letters: x",2019,1,"USA","USA","OA"
"4916","10.1016/J.CPLETX.2019.100029","chemical physics letters: x",2019,2,"USA","USA","OA"
"4941","10.1016/J.CPLETX.2019.100030","chemical physics letters: x",2019,1,"UNITED KINGDOM","GBR","OA"
"4942","10.1016/J.CPLETX.2019.100030","chemical physics letters: x",2019,2,"UNITED KINGDOM","GBR","OA"
"4967","10.1016/J.CPLETX.2019.100031","chemical physics letters: x",2019,1,"INDIA","IND","OA"
"4993","10.1016/J.CPLETX.2019.100033","chemical physics letters: x",2019,1,"CHINA","CHN","OA"
"4994","10.1016/J.CPLETX.2019.100033","chemical physics letters: x",2019,2,"CHINA","CHN","OA"
"5019","10.1016/J.CYTOX.2018.100001","cytokine: x",2019,1,"USA","USA","OA"
"5045","10.1016/J.CYTOX.2019.100003","cytokine: x",2019,1,"USA","USA","OA"
"5046","10.1016/J.CYTOX.2019.100003","cytokine: x",2019,2,"USA","USA","OA"
"5047","10.1016/J.CYTOX.2019.100003","cytokine: x",2019,3,"USA","USA","OA"
"5048","10.1016/J.CYTOX.2019.100003","cytokine: x",2019,4,"USA","USA","OA"
"5049","10.1016/J.CYTOX.2019.100003","cytokine: x",2019,5,"USA","USA","OA"
"5071","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,1,"SOUTH AFRICA","ZAF","OA"
"5072","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,2,"SOUTH AFRICA","ZAF","OA"
"5073","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,3,"SOUTH AFRICA","ZAF","OA"
"5074","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,4,"SOUTH AFRICA","ZAF","OA"
"5075","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,5,"SOUTH AFRICA","ZAF","OA"
"5076","10.1016/J.CYTOX.2019.100004","cytokine: x",2019,6,"USA","USA","OA"
